CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5517581,01/29/2016 10:40:36 PM,,02/02/2016 03:47:23 PM,Open,open,RPD Park Patrol Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of 8TH AVE and LINCOLN WAY,5,Inner Sunset,"(37.7659700386628, -122.465376734612)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56ac5ad4df8648dfdd113eed/report.jpg
5513793,01/28/2016 05:41:20 PM,,01/31/2016 08:42:59 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of ERVINE ST and WILDE AVE,10,Visitacion Valley,"(37.7180900208586, -122.408255034452)",Voice In,
5510836,01/27/2016 11:19:25 PM,,01/27/2016 11:19:25 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Not associated with a specific address,0,,,Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=5510836
5510775,01/27/2016 10:05:13 PM,,01/27/2016 10:06:33 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"6 BLAKE ST, SAN FRANCISCO, CA, 94118",2,Laurel Heights / Jordan Park,"(37.783584455931, -122.451127814171)",Voice In,
5510668,01/27/2016 08:31:21 PM,,01/27/2016 08:31:21 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of BAY SHORE BLVD and HWY 101 S OFF RAMP,10,Produce Market,"(37.7489938340221, -122.403496662515)",Open311,
5510658,01/27/2016 08:11:07 PM,,01/27/2016 08:13:41 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"1924 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Cayuga,"(37.721372887737, -122.439012802861)",Voice In,
5510655,01/27/2016 08:05:46 PM,,01/27/2016 08:07:46 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Not associated with a specific address,0,,,Voice In,
5510556,01/27/2016 07:01:29 PM,,02/08/2016 03:00:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"1550 FELL ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.77343320254, -122.443411073491)",Open311,
5510547,01/27/2016 06:58:04 PM,,01/27/2016 06:58:04 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of CENTRAL AVE and FELL ST,5,Panhandle,"(37.7732119244033, -122.444216319797)",Open311,
5510546,01/27/2016 06:56:05 PM,,01/27/2016 06:56:05 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"1650 FELL ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.773155867794, -122.445086504403)",Open311,
5510543,01/27/2016 06:54:11 PM,,01/27/2016 06:55:30 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Traffic_Signal Pole,"1090 POINT LOBOS AVE, SAN FRANCISCO, CA, 94121",1,Sutro Heights,"(37.778415402575, -122.514435087519)",Voice In,
5510506,01/27/2016 06:23:32 PM,,01/27/2016 06:23:32 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1320 WALLER ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.769294179421, -122.445461137842)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56a97b9ddf8648dfdd110cfd/report.jpg
5510421,01/27/2016 05:41:05 PM,,01/27/2016 05:41:05 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of CLOUD and,7,Sunnyside,"(37.726738106, -122.452369184)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56a971abdf8648dfdd110bf9/report.jpg
5509382,01/27/2016 02:36:00 PM,,01/27/2016 02:36:48 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"2401 TARAVAL ST, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.742088316844, -122.491926656578)",Voice In,
5509350,01/27/2016 02:31:23 PM,,01/27/2016 04:29:16 PM,Open,new,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1220 19TH AVE, SAN FRANCISCO, CA, 94122",4,Inner Sunset,"(37.765038036776, -122.477168365677)",Open311,
5507518,01/27/2016 08:56:42 AM,,01/27/2016 08:59:05 AM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"494 35TH AVE, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.779944529837, -122.495316090274)",Voice In,
5507092,01/27/2016 06:58:07 AM,,01/27/2016 06:59:11 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"615 ORTEGA ST, SAN FRANCISCO, CA, 94122",7,Golden Gate Heights,"(37.754593071298, -122.469507855588)",Voice In,
5507039,01/27/2016 05:57:22 AM,,01/27/2016 05:57:23 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Not associated with a specific address,0,,,Web Self Service,
5507035,01/27/2016 05:47:32 AM,,01/27/2016 05:47:32 AM,Open,Open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1390 MARKET ST, SAN FRANCISCO, CA, 94102",6,Civic Center,"(37.777167748555, -122.417030636556)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56a8ca6edf8648dfdd10ef52/report.jpg
5506999,01/27/2016 04:32:56 AM,,01/27/2016 04:32:56 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of THE EMBARCADERO and WASHINGTON ST,3,Financial District,"(37.7966659226524, -122.395324140616)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56a8b8efdf8648dfdd10eeee/report.jpg
5506944,01/27/2016 12:16:50 AM,,01/27/2016 12:18:59 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of GEARY BLVD and ARGUELLO BLVD,1,,"(37.781257036248, -122.458858590658)",Voice In,
5506942,01/27/2016 12:13:03 AM,,01/27/2016 12:14:52 AM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of 9TH AVE and CLEMENT ST,1,Inner Richmond,"(37.7828022756086, -122.467629221609)",Voice In,
5506705,01/26/2016 09:09:12 PM,,01/26/2016 09:09:12 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"2335 46TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.742943600015, -122.504842010374)",Open311,
5506666,01/26/2016 08:48:48 PM,,01/26/2016 08:50:22 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of MARKET ST and 4TH ST,6,South of Market,"(37.7857438394035, -122.405831069466)",Voice In,
5506634,01/26/2016 08:15:27 PM,,01/26/2016 08:15:27 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of FOLSOM ST and MABINI ST,6,South of Market,"(37.7826444125626, -122.400374485289)",Open311,
5506415,01/26/2016 05:54:04 PM,,01/26/2016 05:57:13 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of CALIFORNIA ST and DIVISADERO ST,2,Pacific Heights,"(37.7880671611059, -122.440440262149)",Voice In,
5506250,01/26/2016 04:57:00 PM,,01/26/2016 04:58:09 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"625 ORTEGA ST, SAN FRANCISCO, CA, 94122",7,Golden Gate Heights,"(37.754636348805, -122.469674461908)",Voice In,
5506149,01/26/2016 04:35:10 PM,,01/26/2016 04:35:11 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of RESTANI WAY and RESTANI STWY,11,Cayuga,"(37.7180942935936, -122.443778154413)",Web Self Service,
5505907,01/26/2016 03:56:34 PM,,01/26/2016 03:56:34 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"2362 46TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.742479849384, -122.504511494313)",Open311,
5504348,01/26/2016 11:30:40 AM,,01/26/2016 11:30:41 AM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"1060 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.755157472511, -122.407631635631)",Web Self Service,
5504201,01/26/2016 11:09:33 AM,,01/26/2016 11:09:34 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"4000 MISSION ST, SAN FRANCISCO, CA, 94112",8,St. Mary's Park,"(37.73348207993, -122.426787363829)",Web Self Service,
5504125,01/26/2016 10:58:30 AM,,01/26/2016 11:46:59 AM,Open,new,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"6 MEACHAM PL, SAN FRANCISCO, CA, 94109",6,Lower Nob Hill,"(37.786778531725, -122.416832968138)",Voice In,
5503827,01/26/2016 10:13:57 AM,,01/26/2016 10:16:31 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of AVENUE C and CALIFORNIA AVE,6,Treasure Island,"(37.8181869658576, -122.370387738209)",Voice In,
5502931,01/26/2016 07:12:10 AM,,01/26/2016 07:12:10 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"266 CASITAS AVE, SAN FRANCISCO, CA, 94127",7,Sherwood Forest,"(37.736169715031, -122.4600709113)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56a78cc3df8648dfdd10d034/report.jpg
5502877,01/26/2016 06:11:48 AM,,01/26/2016 06:11:48 AM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of JERROLD AVE and SELBY ST,10,Produce Market,"(37.7428968610363, -122.397001201066)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56a77e9cdf8648dfdd10cff0/photo_20160126_061133.jpg
5502858,01/26/2016 05:44:59 AM,,01/26/2016 05:44:59 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Metal Pole,"762 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.760971351086, -122.417440015208)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56a77850df8648dfdd10cfa2/photo_20160126_054227.jpg
5502688,01/25/2016 11:29:50 PM,,01/25/2016 11:29:51 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"5199 MISSION ST, SAN FRANCISCO, CA, 94112",11,Crocker Amazon,"(37.715490649688, -122.441542530818)",Web Self Service,
5502565,01/25/2016 10:03:22 PM,,01/25/2016 10:04:21 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 25TH ST and DOLORES ST,8,Dolores Heights,"(37.7502328233757, -122.424999234438)",Voice In,
5502449,01/25/2016 08:59:27 PM,,01/25/2016 08:59:27 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Not associated with a specific address,0,,,Web Self Service,
5502431,01/25/2016 08:53:47 PM,,01/25/2016 08:53:47 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of ESTERO AVE and JUNIPERO SERRA BLVD,7,Ingleside Terraces,"(37.7237540845995, -122.472124991218)",Open311,
5502417,01/25/2016 08:47:57 PM,,01/25/2016 08:47:57 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"850 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA, 94132",7,,"(37.722634519, -122.472874435)",Open311,
5502064,01/25/2016 06:15:57 PM,,01/25/2016 06:15:57 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"2827 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,,"(37.748579342, -122.405603911)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56a6d6d5df8648dfdd10c822/report.jpg
5502050,01/25/2016 06:11:15 PM,,01/25/2016 06:11:16 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of BAY SHORE BLVD and HWY 101 S OFF RAMP,10,Produce Market,"(37.7489938340221, -122.403496662515)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56a6d5bddf8648dfdd10c809/report.jpg
5501991,01/25/2016 05:44:47 PM,,01/25/2016 05:44:47 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of REVERE AVE and SILVER AVE,10,Silver Terrace,"(37.7364330406396, -122.398555944436)",Open311,
5501327,01/25/2016 03:31:52 PM,,01/25/2016 03:33:00 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of CLEMENT ST and 44TH AVE,1,Sutro Heights,"(37.7810766213043, -122.505225834509)",Voice In,
5500849,01/25/2016 02:03:28 PM,,01/25/2016 02:19:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of JUNIPERO SERRA BLVD and 19TH AVE,7,Parkmerced,"(37.7171739081747, -122.47257250671)",Voice In,
5499340,01/25/2016 09:19:11 AM,,01/25/2016 09:20:20 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of JUNIPERO SERRA BLVD and STONECREST DR,7,Stonestown,"(37.7255497803378, -122.472453117254)",Voice In,
5499182,01/25/2016 08:38:34 AM,,01/25/2016 08:40:25 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of GARLINGTON CT and LA SALLE AVE,10,Bayview,"(37.732651999631, -122.384279428252)",Voice In,
5498933,01/25/2016 07:16:58 AM,,01/25/2016 07:16:59 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Not associated with a specific address,0,,,Web Self Service,
5498672,01/24/2016 11:19:59 PM,,01/24/2016 11:19:59 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of CHABOT TER and GOLDEN GATE AVE,1,Lone Mountain,"(37.7770903607327, -122.451346036518)",Open311,
5498309,01/24/2016 06:23:42 PM,,01/24/2016 06:23:42 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on TrafficSignal Pole,Intersection of BATTERY ST and BUSH ST,3,Financial District,"(37.7913265535172, -122.399572097012)",Web Self Service,
5498302,01/24/2016 06:16:36 PM,,01/24/2016 06:16:36 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Not associated with a specific address,0,,,Web Self Service,
5496736,01/24/2016 01:49:04 AM,,01/24/2016 01:49:04 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of COLERIDGE ST and KINGSTON ST,9,Bernal Heights,"(37.7413137856767, -122.421264095343)",Web Self Service,
5496485,01/23/2016 08:38:52 PM,,01/23/2016 08:38:52 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1727 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Ingleside,"(37.72455305688, -122.46078735712)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=5496485
5494120,01/22/2016 09:07:17 PM,,01/25/2016 10:48:46 AM,Open,open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1180 POST ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.78694359804, -122.420985824856)",Voice In,
5494099,01/22/2016 09:03:17 PM,,01/25/2016 09:58:30 AM,Open,open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1031 KEARNY ST, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.797643442963, -122.405616251394)",Voice In,
5494097,01/22/2016 09:02:00 PM,,01/25/2016 09:56:00 AM,Open,open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1020 KEARNY ST, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.797409763304, -122.405212402072)",Voice In,
5494093,01/22/2016 09:00:03 PM,,01/26/2016 02:10:51 PM,Open,open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of COLUMBUS AVE and JACKSON ST,3,Chinatown,"(37.7963019491983, -122.404412084402)",Voice In,
5493925,01/22/2016 06:41:04 PM,,01/22/2016 06:41:04 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"45 LEDYARD ST, SAN FRANCISCO, CA, 94124",10,,"(37.73338187, -122.401854058)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56a2e838df86207c03fea406/report.jpg
5493869,01/22/2016 06:10:05 PM,,01/22/2016 06:12:14 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of ERVINE ST and WILDE AVE,10,Visitacion Valley,"(37.7180900208586, -122.408255034452)",Voice In,
5493838,01/22/2016 05:51:48 PM,,01/22/2016 05:53:02 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of FRANKLIN ST and CALIFORNIA ST,2,Pacific Heights,"(37.7901603850089, -122.423975106087)",Voice In,
5493552,01/22/2016 04:26:17 PM,,01/22/2016 04:26:45 PM,Open,Open,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of HIGHLAND AVE and PATTON ST,9,Holly Park,"(37.7373579120562, -122.42311715071)",Voice In,
5493062,01/22/2016 02:41:29 PM,,01/22/2016 02:41:29 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"280 BRIGHTON AVE, SAN FRANCISCO, CA, 94112",7,Ingleside,"(37.723302968587, -122.45506475916)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=5493062
5492675,01/22/2016 01:34:40 PM,,01/26/2016 02:29:29 PM,Open,new,DPW - Bureau of Building Repair,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"40 PRENTISS ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.74210378255, -122.412000670919)",Voice In,
5492233,01/22/2016 12:02:43 PM,,01/22/2016 12:02:43 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"447 FRANCONIA ST, SAN FRANCISCO, CA, 94110",9,,"(37.74243534, -122.40796115)",Open311,
5492159,01/22/2016 11:42:12 AM,,01/22/2016 11:46:13 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of JUNIPERO SERRA BLVD and OCEAN AVE,7,Merced Manor,"(37.7312054765231, -122.472160169375)",Voice In,
5486713,01/20/2016 10:30:16 PM,,01/25/2016 03:00:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"490 JEFFERSON ST, SAN FRANCISCO, CA, 94109",2,Fisherman's Wharf,"(37.80765349409, -122.420574690433)",Voice In,
5486710,01/20/2016 10:28:45 PM,,01/25/2016 07:00:00 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of JEFFERSON ST and LEAVENWORTH ST,3,Fisherman's Wharf,"(37.8078032134503, -122.419085988973)",Voice In,
5486705,01/20/2016 10:23:10 PM,,01/20/2016 10:25:31 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of JEFFERSON ST and LEAVENWORTH ST,3,Fisherman's Wharf,"(37.8078032134503, -122.419085988973)",Voice In,
5486685,01/20/2016 10:08:49 PM,,01/20/2016 10:09:43 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of THE EMBARCADERO and TAYLOR ST,3,Fisherman's Wharf,"(37.8089659623231, -122.415842825166)",Voice In,
5486680,01/20/2016 10:07:12 PM,,01/20/2016 10:08:19 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of THE EMBARCADERO and TAYLOR ST,3,Fisherman's Wharf,"(37.8089659623231, -122.415842825166)",Voice In,
